s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
327.2425956,-36.7153194,29.4680154,2.7213047,0.096758,9.2618,-0.1376
329.2379773,-37.3587820,27.5790210,2.9002527,0.081841,9.2321,0.2623
331.2333590,-37.6800464,25.6302007,3.0541628,0.073605,9.2886,0.4488
333.2287407,-37.7197739,23.6540091,-3.0978720,0.064082,9.3845,0.6588
335.2241224,-37.4995809,21.6471119,-2.9660629,0.065264,9.5236,0.5716
337.2195040,-37.0417119,19.7222443,-2.8557443,0.047936,9.6426,1.0084
339.2148857,-36.3903296,17.8194855,-2.7731047,0.031965,9.8491,1.4105
341.2102674,-35.6234063,15.9749733,-2.7282063,0.013263,10.1308,0.1188
343.2056491,-34.8004571,14.1385056,-2.7178003,-0.003035,10.1542,-2.1170
345.2010308,-33.9978033,12.3162846,-2.7409707,-0.018757,9.7293,-1.8476
347.1964125,-33.2649991,10.4718176,-2.7896480,-0.030138,9.3426,-1.2711
349.1917941,-32.6532242,8.5892279,-2.8738026,-0.054952,9.0671,-0.9228
351.1871758,-32.2424357,6.6315178,-3.0010695,-0.072006,8.8617,-0.2270
353.1825575,-32.1225835,4.6354492,3.1108671,-0.102541,8.8104,-0.1697
355.1779392,-32.3852952,2.6264200,2.9194775,-0.084705,8.7719,-0.2128
357.1733209,-32.9781500,0.7439486,2.7462356,-0.105111,8.7234,-0.1213
359.1687025,-33.9274673,-0.9710743,2.5250050,-0.109769,8.6956,-0.1213
361.1640842,-35.2460405,-2.4619953,2.3106917,-0.107220,8.6677,-0.0468
363.1594659,-36.8342046,-3.6542969,2.1387827,-0.055290,8.6569,1.1317
365.1548476,-38.5794037,-4.6774627,2.0789331,-0.011199,8.9140,-1.0128
367.1502293,-40.3316512,-5.6424344,2.0759520,0.008503,8.6843,-2.0144
369.1456109,-42.0779985,-6.6441704,2.1140473,0.029254,8.2084,-1.4659
371.1409926,-43.7372813,-7.7315163,2.1973974,0.061125,7.8440,-0.2322
373.1363743,-45.2442549,-9.0221728,2.3834227,0.129564,7.7847,-0.1275
375.1317560,-46.3970323,-10.6323041,2.6577114,0.136398,7.7519,-0.0958
377.1271377,-47.0770958,-12.4843317,2.9227881,0.139004,7.7273,-0.0958
379.1225193,-47.2266129,-14.4815136,-3.0712786,0.137025,7.7025,-0.0438
381.1179010,-46.8315185,-16.4398000,-2.8175771,0.125499,7.6911,0.1691
383.1132827,-45.9828437,-18.2280275,-2.5953769,0.082415,7.7349,0.9189
385.1086644,-44.8551464,-19.8554083,-2.4881661,0.047894,7.9684,1.4822
387.1040461,-43.5463043,-21.3875788,-2.3760205,0.063055,8.3313,1.0704
389.0994277,-42.0802390,-22.7424430,-2.2612644,0.052881,8.5838,1.2082
391.0948094,-40.4725198,-23.9371109,-2.1620142,0.040665,8.8602,1.4125
393.0901911,-38.7883260,-24.9940523,-2.1105292,0.010410,9.1728,2.1012
395.0855728,-37.0707382,-26.0071930,-2.0984365,0.004000,9.6191,2.2401
397.0809545,-35.3439539,-27.0070794,-2.0937916,0.001444,10.0730,2.2931
399.0763362,-33.6141536,-28.0015605,-2.0915487,0.000803,10.5175,2.2958
401.0717178,-31.8828946,-28.9929240,-2.0902030,0.000584,10.9444,2.2868
403.0670995,-30.1499636,-29.9825731,-2.0892364,0.000355,11.3537,2.2795
405.0624812,-28.4164163,-30.9709653,-2.0888290,0.000053,11.7475,2.2765
407.0578629,-26.6830084,-31.9590136,-2.0889946,-0.000216,12.1280,2.2545
409.0532446,-24.9498030,-32.9479382,-2.0896931,-0.000486,12.4934,2.2268
411.0486262,-23.2175831,-33.9385289,-2.0909364,-0.000760,12.8441,2.1976
413.0440079,-21.4869529,-34.9316970,-2.0927262,-0.001034,13.1811,2.1672
415.0393896,-19.7583081,-35.9284705,-2.0950607,-0.001305,13.5052,2.1358
417.0347713,-18.0323138,-36.9297132,-2.0979329,-0.001574,13.8172,1.2744
419.0301530,-16.3094371,-37.9364036,-2.1013584,-0.001861,14.0000,0.0000
421.0255346,-14.5903471,-38.9494619,-2.1053499,-0.002120,14.0000,0.0000
